pitcher_name,ERA,IP,G,GS,year
Zach Neal,7.98,14.2,6,0,2017
Henderson Alvarez III,4.3,14.2,3,3,2017
Ryan Sherriff,3.14,14.1,13,0,2017
Domingo Germ\xc3\xa1n,3.14,14.1,7,0,2017
Dan Winkler,2.51,14.1,16,0,2017
Jake Buchanan,8.16,14.1,5,0,2017
Adam Wilk,9.0,14.0,4,2,2017
Deck McGuire,2.63,13.2,6,2,2017
Leonel Campos,2.63,13.2,13,0,2017
Jayson Aquino,7.43,13.1,4,2,2017
Tommy Layne,7.62,13.0,19,0,2017
Day\xc3\xa1n D\xc3\xadaz,9.0,13.0,10,1,2017
Rob Zastryzny,8.31,13.0,4,0,2017
Brandon Finnegan,4.15,13.0,4,4,2017
Luke Farrell,5.54,13.0,10,1,2017
No\xc3\xa9 Ramirez,2.77,13.0,12,0,2017
Ricardo Rodr\xc3\xadguez,6.23,13.0,16,0,2017
Myles Jaye,12.08,12.2,5,2,2017
Stefan Crichton,8.03,12.1,8,0,2017
Carter Capps,6.57,12.1,11,0,2017
\xc3\x81ngel S\xc3\xa1nchez,8.76,12.1,8,0,2017
Yohander M\xc3\xa9ndez,5.11,12.1,7,0,2017
Brad Goldberg,8.25,12.0,11,0,2017
Casey Fien,12.75,12.0,10,0,2017
Nate Jones,2.31,11.2,11,0,2017
Ben Heller,0.82,11.0,9,0,2017
J.P. Howell,7.36,11.0,16,0,2017
Jake Diekman,2.53,10.2,11,0,2017
V\xc3\xadctor Arano,1.69,10.2,10,0,2017
Logan Verrett,4.22,10.2,4,0,2017
Chaz Roe,2.53,10.2,12,0,2017
James Sherfy,0.0,10.2,11,0,2017
Jason Hursh,5.06,10.2,9,0,2017
Josh Lindblom,7.84,10.1,4,0,2017
Brooks Pounders,10.45,10.1,11,0,2017
Artie Lewicki,6.1,10.1,4,1,2017
Aaron Wilkerson,3.48,10.1,3,2,2017
Chih-Wei Hu,2.7,10.0,6,0,2017
Dylan Floro,6.52,9.2,3,0,2017
Seth Maness,3.72,9.2,8,0,2017
Zac Reininger,7.45,9.2,10,0,2017
Jeff Ferrell,6.75,9.1,11,0,2017
Walker Buehler,7.71,9.1,8,0,2017
Robbie Ross,7.0,9.0,8,0,2017
Antonio Bastardo,15.0,9.0,9,0,2017
Jacob Rhame,9.0,9.0,9,0,2017
Kevin McGowan,5.19,8.2,8,0,2017
John Curtiss,8.31,8.2,9,0,2017
Michael Blazek,8.31,8.2,5,1,2017
Zach Putnam,1.04,8.2,7,0,2017
Zac Curtis,1.08,8.1,6,0,2017
Kyle Kendrick,12.96,8.1,2,2,2017
Edward Paredes,3.24,8.1,10,0,2017
Sandy Alcantara,4.32,8.1,8,0,2017
Adam Kolarek,6.48,8.1,12,0,2017
Cory Mazzoni,13.5,8.0,6,0,2017
Zach Lee,5.63,8.0,3,1,2017
Nick Gardewine,5.63,8.0,12,0,2017
Barrett Astin,6.75,8.0,6,0,2017
Mike Hauschild,11.25,8.0,4,0,2017
Tyler Webb,5.63,8.0,9,0,2017
Zac Rosscup,4.7,7.2,10,0,2017
Bobby Wahl,4.7,7.2,7,0,2017
Rubby De La Rosa,4.7,7.2,9,0,2017
Evan Marshall,9.39,7.2,5,0,2017
Jean Machi,1.17,7.2,5,0,2017
Shae Simmons,7.04,7.2,9,0,2017
Felix Jorge,10.57,7.2,2,2,2017
Rob Whalen,6.14,7.1,2,1,2017
Evan Scribner,11.05,7.1,8,0,2017
Clay Buchholz,12.27,7.1,2,2,2017
Akeel Morris,1.23,7.1,8,0,2017
Alex Wimmers,4.91,7.1,6,0,2017
Josh Lucas,3.68,7.1,5,0,2017
Victor Alc\xc3\xa1ntara,8.59,7.1,6,0,2017
Ernesto Frieri,5.14,7.0,6,0,2017
Arcenio Le\xc3\xb3n,12.15,6.2,6,0,2017
Jace Fry,10.8,6.2,11,0,2017
Carson Smith,1.35,6.2,8,0,2017
Jamie Callahan,4.05,6.2,9,0,2017
Sam Moll,10.8,6.2,11,0,2017
Reyes Moronta,2.7,6.2,7,0,2017
Gabriel Moya,4.26,6.1,7,0,2017
Edward Mujica,9.95,6.1,5,0,2017
Lucas Harrell,7.11,6.1,4,0,2017
Jairo Labourt,4.5,6.0,6,0,2017
Onelki Garc\xc3\xada,13.5,6.0,2,1,2017
Jen-Ho Tseng,7.5,6.0,2,1,2017
Chris Heston,16.5,6.0,3,1,2017
Alejandro Chac\xc3\xadn,10.5,6.0,6,0,2017
Kyle Ryan,7.94,5.2,8,0,2017
Tim Melville,11.12,5.2,3,1,2017
Diego Moreno,4.76,5.2,5,0,2017
Anthony Bass,14.29,5.2,2,0,2017
Glen Perkins,9.53,5.2,8,0,2017
Richard Rodr\xc3\xadguez,14.29,5.2,5,0,2017
Roberto G\xc3\xb3mez,8.44,5.1,4,0,2017
Dillon Maples,10.13,5.1,6,0,2017
Jairo D\xc3\xadaz,9.0,5.0,4,0,2017
Chris Gimenez,7.2,5.0,6,0,2017
Jandel Gustave,5.4,5.0,6,0,2017
Jack Leathersich,3.6,5.0,7,0,2017
Ashur Tolliver,3.6,5.0,3,0,2017
Tyler Danish,0.0,5.0,1,1,2017
Austin Adams,3.6,5.0,6,0,2017
Hunter Cervenka,15.43,4.2,5,0,2017
Mike Mayers,11.57,4.2,3,0,2017
Taylor Williams,1.93,4.2,5,0,2017
Drew Rucinski,10.38,4.1,2,0,2017
Jordan Jankowski,12.46,4.1,3,0,2017
Shane Carle,6.75,4.0,3,0,2017
Tanner Scheppers,6.75,4.0,5,0,2017
Andrew Bailey,0.0,4.0,4,0,2017
Dietrich Enns,6.75,4.0,2,1,2017
Huston Street,0.0,4.0,4,0,2017
Kyle Lloyd,9.0,4.0,1,1,2017
Keury Mella,6.75,4.0,2,0,2017
Dan Runzler,4.5,4.0,8,0,2017
Max Povse,7.36,3.2,3,0,2017
Christian Bethancourt,14.73,3.2,4,0,2017
Andr\xc3\xa9s Machado,22.09,3.2,2,0,2017
Wilmer Font,17.18,3.2,3,0,2017
Ryan Weber,2.45,3.2,1,1,2017
Sean Gilmartin,13.5,3.1,2,0,2017
Adam Liberatore,2.7,3.1,4,0,2017
Jason Wheeler,9.0,3.0,2,0,2017
Ronald Herrera,6.0,3.0,2,0,2017
Xavier Cede\xc3\xb1o,12.0,3.0,9,0,2017
Kevin Plawecki,12.0,3.0,2,0,2017
Aaron Blair,15.0,3.0,1,1,2017
Trevor Gott,30.0,3.0,4,0,2017
Jos\xc3\xa9 De Le\xc3\xb3n,10.13,2.2,1,0,2017
Brian Flynn,3.86,2.1,1,0,2017
Kyle Martin,3.86,2.1,2,0,2017
Randy Rosario,30.86,2.1,2,0,2017
Drew Anderson,23.14,2.1,2,0,2017
T.J. House,4.5,2.0,2,0,2017
Miguel Almonte,13.5,2.0,2,0,2017
Seth Frankoff,9.0,2.0,1,0,2017
Cody Martin,13.5,2.0,1,0,2017
Jorge L\xc3\xb3pez,4.5,2.0,1,0,2017
Daniel Descalso,0.0,2.0,2,0,2017
Preston Claiborne,13.5,2.0,1,0,2017
J.D. Davis,0.0,1.2,2,0,2017
Kyle Crockett,10.8,1.2,4,0,2017
Tanner Scott,10.8,1.2,2,0,2017
Justin Marks,6.75,1.1,1,0,2017
Wei-Chung Wang,13.5,1.1,8,0,2017
Erick Aybar,0.0,1.1,2,0,2017
Fabio Castillo,13.5,1.1,2,0,2017
Mitch Moreland,0.0,1.0,1,0,2017
Rob Brantly,9.0,1.0,1,0,2017
Jos\xc3\xa9 Ruiz,0.0,1.0,1,0,2017
Taylor Cole,36.0,1.0,1,0,2017
Tyler Cloyd,0.0,1.0,1,0,2017
Jes\xc3\xbas Sucre,27.0,1.0,1,0,2017
Glenn Sparkman,63.0,1.0,2,0,2017
Dan Slania,0.0,1.0,1,0,2017
Scooter Gennett,18.0,1.0,1,0,2017
Andrew Romine,0.0,1.0,2,0,2017
Jon Jay,0.0,1.0,1,0,2017
Michael Mart\xc3\xadnez,0.0,1.0,1,0,2017
Carlos Ruiz,9.0,1.0,1,0,2017
Tyler White,18.0,1.0,1,0,2017
Brett Nicholas,36.0,1.0,1,0,2017
Miguel Montero,0.0,1.0,1,0,2017
Hern\xc3\xa1n P\xc3\xa9rez,0.0,1.0,1,0,2017
Pierce Johnson,0.0,1.0,1,0,2017
Luis Sardi\xc3\xb1as,0.0,1.0,1,0,2017
Nori Aoki,27.0,1.0,1,0,2017
Thyago Vieira,0.0,1.0,1,0,2017
David Goforth,0.0,1.0,1,0,2017
Mike Freeman,9.0,1.0,1,0,2017
Pedro Beato,0.0,0.2,1,0,2017
Leonys Mart\xc3\xadn,27.0,0.2,1,0,2017
Jeremy Guthrie,135.0,0.2,1,1,2017
Taylor Jungmann,13.5,0.2,1,0,2017
Jason Gurka,0.0,0.2,3,0,2017
Damien Magnifico,0.0,0.1,1,0,2017
Hunter Wood,0.0,0.1,1,0,2017
Andr\xc3\xa9s Blanco,27.0,0.1,1,0,2017
William Cuevas,108.0,0.1,1,0,2017
Roenis El\xc3\xadas,0.0,0.1,1,0,2017
Matt Koch,inf,0.0,1,0,2017
Jake Esch,,0.0,1,0,2017
