pitcher_name,ERA,IP,G,GS,year
Ricardo S\xc3\xa1nchez,6.75,5.1,3,0,2020
Sterling Sharp,10.13,5.1,4,0,2020
Luke Farrell,8.44,5.1,4,0,2020
Nick Mears,5.4,5.0,4,0,2020
Branden Kline,1.8,5.0,3,0,2020
Sam Freeman,1.8,5.0,7,0,2020
Stephen Strasburg,10.8,5.0,2,2,2020
Tyson Miller,5.4,5.0,2,1,2020
Glenn Sparkman,5.4,5.0,4,0,2020
Jhoulys Chac\xc3\xadn,7.2,5.0,2,0,2020
Robinson Leyer,21.21,4.2,6,1,2020
Rob Kaminsky,1.93,4.2,5,0,2020
Brian Moran,9.64,4.2,7,0,2020
Michel B\xc3\xa1ez,7.71,4.2,3,1,2020
Carl Edwards Jr.,1.93,4.2,5,0,2020
Justin Grimm,17.36,4.2,4,0,2020
Kodi Whitley,1.93,4.2,4,0,2020
Joe Biagini,20.77,4.1,4,0,2020
Kirby Yates,12.46,4.1,6,0,2020
Roberto Osuna,2.08,4.1,4,0,2020
Jos\xc3\xa9 Mujica,12.46,4.1,2,0,2020
Alex Vesia,18.69,4.1,5,0,2020
Aaron Fletcher,12.46,4.1,6,0,2020
Josh Sborz,2.08,4.1,4,0,2020
Wade Davis,20.77,4.1,5,0,2020
Domingo Tapia,2.08,4.1,5,0,2020
Pat Venditte,0.0,4.1,3,0,2020
Sean Gilmartin,8.31,4.1,2,0,2020
Ariel Jurado,11.25,4.0,1,1,2020
James Bourque,6.75,4.0,6,0,2020
Dereck Rodr\xc3\xadguez,13.5,4.0,2,0,2020
Blake Cederlind,4.5,4.0,5,0,2020
Mike Morin,0.0,4.0,3,0,2020
Adonis Medina,4.5,4.0,1,1,2020
Jos\xc3\xa9 Ruiz,2.25,4.0,5,0,2020
Yacksel R\xc3\xados,9.0,4.0,3,0,2020
Austin Adams,4.5,4.0,3,0,2020
Demarcus Evans,2.25,4.0,4,0,2020
Ranger Suarez,20.25,4.0,3,0,2020
Ian Hamilton,4.5,4.0,4,0,2020
Ken Giles,9.82,3.2,4,0,2020
Chris Devenski,14.73,3.2,4,0,2020
Ronald Bola\xc3\xb1os,12.27,3.2,2,2,2020
Jos\xc3\xa9 Quijada,7.36,3.2,6,0,2020
Chad Sobotka,12.27,3.2,4,0,2020
Brooks Kriske,14.73,3.2,4,0,2020
Cole Irvin,17.18,3.2,3,0,2020
Miguel Del Pozo,17.18,3.2,5,0,2020
James Kaprielian,7.36,3.2,2,0,2020
Chris Rusin,8.1,3.1,1,0,2020
Randy Rosario,8.1,3.1,4,0,2020
Rex Brothers,8.1,3.1,3,0,2020
Artie Lewicki,5.4,3.1,2,0,2020
Mike Foltynewicz,16.2,3.1,1,1,2020
Bryan Abreu,2.7,3.1,4,0,2020
Matt Davidson,5.4,3.1,3,0,2020
Edgar Garc\xc3\xada,10.8,3.1,4,0,2020
Cole Hamels,8.1,3.1,1,1,2020
Brandon Waddell,2.7,3.1,2,0,2020
Brett Eibner,13.5,3.1,3,0,2020
Hunter Strickland,8.1,3.1,4,0,2020
Trevor Kelley,10.8,3.1,4,0,2020
Joe Harvey,0.0,3.1,4,0,2020
Mitch White,0.0,3.0,2,0,2020
Junior Fern\xc3\xa1ndez,18.0,3.0,3,0,2020
Scott Blewett,6.0,3.0,2,0,2020
Joel Payamps,3.0,3.0,2,0,2020
Alex McRae,0.0,3.0,2,0,2020
Johan Quezada,9.0,3.0,3,0,2020
Sam Gaviglio,9.0,3.0,4,0,2020
Joel Kuhnel,6.0,3.0,3,0,2020
Ray Black,3.0,3.0,3,0,2020
Seth Romero,13.5,2.2,3,0,2020
Seth Frankoff,16.88,2.2,2,0,2020
Danny Coulombe,0.0,2.2,2,0,2020
AJ Ramos,3.38,2.2,3,0,2020
Angel Perdomo,20.25,2.2,3,0,2020
Ryan Meisinger,0.0,2.2,2,0,2020
Pedro Strop,3.86,2.1,4,0,2020
Kelvin Herrera,15.43,2.1,2,0,2020
Bobby Wahl,11.57,2.1,3,0,2020
Jos\xc3\xa9 Suarez,38.57,2.1,2,2,2020
Tommy Doyle,23.14,2.1,3,0,2020
Jimmy Yacabonis,3.86,2.1,2,1,2020
Nick Burdi,3.86,2.1,3,0,2020
Joe Mantiply,15.43,2.1,4,0,2020
Kyle Keller,7.71,2.1,2,0,2020
Paul Blackburn,27.0,2.1,1,1,2020
Brad Peacock,7.71,2.1,3,0,2020
Joe Palumbo,11.57,2.1,2,0,2020
Jimmy Lambert,0.0,2.0,2,0,2020
Cody Carroll,54.0,2.0,3,0,2020
Jos\xc3\xa9 Leclerc,4.5,2.0,2,0,2020
Erik Kratz,9.0,2.0,2,0,2020
Keone Kela,4.5,2.0,3,0,2020
Carlos Sanabria,9.0,2.0,2,0,2020
Bernardo Flores Jr.,9.0,2.0,2,0,2020
Cory Gearrin,0.0,2.0,1,0,2020
Santiago Espinal,9.0,2.0,2,0,2020
Orlando Arcia,18.0,2.0,2,0,2020
Daulton Jefferies,22.5,2.0,1,1,2020
James Norwood,16.2,1.2,3,0,2020
Drew Butera,5.4,1.2,1,0,2020
Dillon Peters,16.2,1.2,1,1,2020
Hector Perez,10.8,1.2,1,0,2020
Shohei Ohtani,37.8,1.2,2,2,2020
Tyler Lyons,21.6,1.2,1,0,2020
Tucker Davidson,10.8,1.2,1,1,2020
Foster Griffin,0.0,1.2,1,0,2020
Michael Feliz,32.4,1.2,3,0,2020
Josh D. Smith,10.8,1.2,2,0,2020
Aaron Barrett,10.8,1.2,2,0,2020
Jos\xc3\xa9 Rodr\xc3\xadguez,0.0,1.2,1,0,2020
Albert Abreu,20.25,1.1,2,0,2020
Juan Nicasio,40.5,1.1,2,0,2020
Sal Romano,0.0,1.1,2,0,2020
Drew Anderson,40.5,1.1,1,0,2020
Dany Jim\xc3\xa9nez,6.75,1.1,2,0,2020
Clay Holmes,0.0,1.1,1,0,2020
Brock Holt,13.5,1.1,2,0,2020
Yolmer Sanchez,9.0,1.0,1,0,2020
Jesus Cruz,18.0,1.0,1,0,2020
Tyler Heineman,0.0,1.0,1,0,2020
Matt Grace,54.0,1.0,3,0,2020
John Ryan Murphy,0.0,1.0,1,0,2020
Silvino Bracho,18.0,1.0,1,0,2020
Ehire Adrianza,9.0,1.0,1,0,2020
Brad Wieck,18.0,1.0,1,0,2020
Corey Kluber,0.0,1.0,1,1,2020
Travis Demeritte,36.0,1.0,1,0,2020
Anthony Castro,18.0,1.0,1,0,2020
Jeff Brigham,9.0,1.0,1,0,2020
Todd Frazier,0.0,1.0,1,0,2020
Logan Forsythe,9.0,1.0,1,0,2020
Jorge Guzm\xc3\xa1n,18.0,1.0,1,0,2020
Jedd Gyorko,0.0,1.0,1,0,2020
Luis Guillorme,0.0,1.0,1,0,2020
Matt Dermody,0.0,1.0,1,0,2020
Carson Kelly,0.0,1.0,1,0,2020
Tommy Kahnle,0.0,1.0,1,0,2020
Anthony Bemboom,0.0,1.0,1,0,2020
Phil Bickford,36.0,1.0,1,0,2020
Tim Lopes,18.0,1.0,1,0,2020
Richard Lovelady,9.0,1.0,1,0,2020
Tzu-Wei Lin,27.0,1.0,1,0,2020
Mauricio Llovera,36.0,1.0,1,0,2020
Dillon Maples,18.0,1.0,2,0,2020
Max Schrock,0.0,1.0,1,0,2020
Neil Walker,0.0,0.2,1,0,2020
Brailyn M\xc3\xa1rquez,67.5,0.2,1,0,2020
Patrick Weigel,27.0,0.2,1,0,2020
Kyle Nelson,54.0,0.2,1,0,2020
Kevin Plawecki,0.0,0.2,1,0,2020
Roel Ram\xc3\xadrez,81.0,0.2,1,0,2020
Garrett Cleavinger,13.5,0.2,1,0,2020
Jesse Biddle,0.0,0.2,1,0,2020
David McKay,54.0,0.1,1,0,2020
Mike Brosseau,0.0,0.1,1,0,2020
Jos\xc3\xa9 Peraza,27.0,0.1,1,0,2020
Edwar Colina,81.0,0.1,1,0,2020
Jordan Holloway,0.0,0.1,1,0,2020
Charlie Culberson,0.0,0.1,1,0,2020
Bryan Holaday,0.0,0.1,1,0,2020
Jeremy Beasley,0.0,0.1,1,0,2020
